candidate_id,first_name,last_name,email,phone,location_city,location_country,current_company,current_title,linkedin_url,created_date
CAND-0746,Oleksiy,Tkachenko,oleksiy.tkachenko@gmail.com,2767986407,Amsterdam,Netherlands,Wargaming,Senior Compliance Manager,linkedin.com/in/oleksiy-tkachenko-646,2025-06-24
CAND-0747,Viktorija,Grigas,viktorija.grigas1@gmail.com,,Kaunas,Lithuania,EPAM Systems,FP&A Analyst,linkedin.com/in/viktorija-grigas-669,2024-11-16
CAND-0748,Lukasz,Kozlowski,lukasz.kozlowski@outlook.com,(496)659-1713x5785,Tallinn,Estonia,TransferGo,Senior Operations Manager,linkedin.com/in/lukasz-kozlowski-148,2024-01-11
CAND-0749,Kristina,Butkus,kristina.butkus@gmail.com,(863)571-8344x049,Hamburg,Germany,Danske Bank,Senior Engineering Manager,linkedin.com/in/kristina-butkus-903,2024-02-14
CAND-0750,Viktorija,Mockus,viktorija.mockus@gmail.com,+1-519-719-5419x876,Riga,Latvia,SEB,Senior Financial Analyst,linkedin.com/in/viktorija-mockus-222,2024-05-09
CAND-0751,Rafal,Dabrowska,rafal.dabrowska@outlook.com,848-646-8536,Krakow,Poland,Contentful,Compliance Manager,linkedin.com/in/rafal-dabrowska-848,2025-05-09
CAND-0752,Mindaugas,Jankauskas,mindaugas.jankauskas@gmail.com,+1-687-882-0829x737,Amsterdam,Netherlands,,,linkedin.com/in/mindaugas-jankauskas-976,2024-07-29
CAND-0753,Philipp,Muller,philipp.muller@gmail.com,001-608-835-7232,Vilnius,Lithuania,SEB,Senior Performance Marketer,linkedin.com/in/philipp-muller-704,2025-06-24
CAND-0754,Ivan,Lytovchenko,ivan.lytovchenko1@outlook.com,(451)536-4424x93631,Amsterdam,Netherlands,Nord Security,BI Analyst,linkedin.com/in/ivan-lytovchenko-563,2025-06-09
CAND-0755,Lukas,Mockus,lukas.mockus@outlook.com,5344778660,Warsaw,Poland,Ubisoft,Product Manager,,2024-09-03
CAND-0756,Gintaras,Kazlauskas,gintaras.kazlauskas@outlook.com,720-644-8207x001,Berlin,Germany,SumUp,Head of Product,linkedin.com/in/gintaras-kazlauskas-317,2024-06-03
CAND-0757,Adam,Kowalski,adam.kowalski1@outlook.com,365-616-2319,Vilnius,Lithuania,Freelance,Senior TA Specialist,linkedin.com/in/adam-kowalski-293,2025-02-16
CAND-0758,Rokas,Kairys,rokas.kairys1@outlook.com,313.491.5596x3632,Vilnius,Lithuania,Contentful,Product Manager,,2024-09-29
CAND-0759,Laura,Levinskas,laura.levinskas@yahoo.com,747.364.9078,Kaunas,Lithuania,Swedbank,UX Researcher,linkedin.com/in/laura-levinskas-310,2024-06-24
CAND-0760,George,Lewis,george.lewis@yahoo.com,286-573-4257x54090,Vilnius,Lithuania,Wise,Legal Manager,linkedin.com/in/george-lewis-797,2024-03-12
CAND-0761,Erikas,Stonkus,erikas.stonkus@gmail.com,686-645-1837x606,Kaunas,Lithuania,Playtika,Head of Data,linkedin.com/in/erikas-stonkus-878,2024-01-10
CAND-0762,Alina,Kovalenko,alina.kovalenko@outlook.com,,Berlin,Germany,King,Senior Mobile Engineer,,2025-06-21
CAND-0763,Larysa,Melnyk,larysa.melnyk@gmail.com,634-332-7560,Kyiv,Ukraine,Bite,Compliance Manager,linkedin.com/in/larysa-melnyk-359,2025-01-08
CAND-0764,Katarzyna,Kozlowski,katarzyna.kozlowski@gmail.com,,Kyiv,Ukraine,Zynga,Legal Counsel,linkedin.com/in/katarzyna-kozlowski-520,2024-08-13
CAND-0765,Philipp,Muller,philipp.muller1@gmail.com,001-777-965-6124x81569,London,United Kingdom,Telia,Senior Customer Support Specialist,linkedin.com/in/philipp-muller-486,2024-04-20
CAND-0766,Ioana,Smirnov,ioana.smirnov@yahoo.com,001-300-327-2063x459,Hamburg,Germany,Atea,Fraud Analyst,,2024-10-09
CAND-0767,Adam,Mazur,adam.mazur@yahoo.com,(438)629-6577,Riga,Latvia,Ubisoft,Senior Customer Support Specialist,linkedin.com/in/adam-mazur-801,2024-05-30
CAND-0768,Lukasz,Kaminski,lukasz.kaminski@yahoo.com,(895)843-1652,Warsaw,Poland,Devbridge,Product Lead,linkedin.com/in/lukasz-kaminski-322,2024-10-16
CAND-0769,Oscar,Taylor,oscar.taylor@gmail.com,001-530-608-9317,London,United Kingdom,Wargaming,Mobile Engineer,,2025-05-29
CAND-0770,Laura,Schmidt,laura.schmidt@protonmail.com,001-320-269-6942x152,Kharkiv,Ukraine,Zalando,Senior HR Business Partner,linkedin.com/in/laura-schmidt-132,2025-04-29
CAND-0771,Marius,Petrov,marius.petrov1@outlook.com,,Vilnius,Lithuania,SumUp,Senior Financial Analyst,linkedin.com/in/marius-petrov-795,2024-11-26
CAND-0772,Daniel,Brown,daniel.brown@gmail.com,001-886-477-1333x447,Krakow,Poland,EPAM Systems,Management Accountant,,2025-04-17
CAND-0773,Oleh,Kovalchuk,oleh.kovalchuk@gmail.com,(939)534-3626x20443,Berlin,Germany,Accenture,Fraud Analyst,linkedin.com/in/oleh-kovalchuk-520,2025-04-17
CAND-0774,Aiste,Jankauskas,aiste.jankauskas@gmail.com,(697)310-7256x366,Warsaw,Poland,Contentful,Trust and Safety Analyst,,2024-10-27
CAND-0775,Agne,Zukauskas,agne.zukauskas@protonmail.com,280-205-3759,Riga,Latvia,TrueLayer,Senior Legal Manager,linkedin.com/in/agne-zukauskas-949,2024-04-19
CAND-0776,Lukasz,Kaminski,lukasz.kaminski@outlook.com,689-464-6528x092,Amsterdam,Netherlands,TransferGo,Security Engineer,linkedin.com/in/lukasz-kaminski-858,2025-05-22
CAND-0777,Agne,Rimkus,agne.rimkus@protonmail.com,475.972.1586x24150,Lviv,Ukraine,Wargaming,Legal Manager,linkedin.com/in/agne-rimkus-100,2024-06-05
CAND-0778,Dmytro,Bondarenko,dmytro.bondarenko@gmail.com,956-444-9485x625,Vilnius,Lithuania,Barclays Technology,Senior Legal Counsel,linkedin.com/in/dmytro-bondarenko-595,2024-07-07
CAND-0779,Hannah,Taylor,hannah.taylor1@yahoo.com,+1-970-632-0320,Amsterdam,Netherlands,Miniclip,Senior Product Manager,linkedin.com/in/hannah-taylor-938,2024-09-03
CAND-0780,Jolanta,Grigas,jolanta.grigas@outlook.com,(976)917-0758,London,United Kingdom,EA Games,Senior Compliance Manager,linkedin.com/in/jolanta-grigas-814,2024-04-19
CAND-0781,Karolina,Kowalski,karolina.kowalski@gmail.com,512.215.1342x2849,Krakow,Poland,Wargaming,Accounts Assistant,linkedin.com/in/karolina-kowalski-463,2024-05-22
CAND-0782,Katarzyna,Kowalski,katarzyna.kowalski@gmail.com,392.761.3715x04165,Amsterdam,Netherlands,Barclays Technology,Brand Manager,linkedin.com/in/katarzyna-kowalski-164,2024-06-27
CAND-0783,Tobias,Becker,tobias.becker@protonmail.com,,Vilnius,Lithuania,,,linkedin.com/in/tobias-becker-503,2024-03-10
CAND-0784,Petra,Smirnov,petra.smirnov@yahoo.com,(701)277-7490,Krakow,Poland,Barclays Technology,FP&A Analyst,linkedin.com/in/petra-smirnov-694,2024-12-22
CAND-0785,Natalia,Kovalenko,natalia.kovalenko@gmail.com,,Vilnius,Lithuania,Nord Security,Principal Product Manager,linkedin.com/in/natalia-kovalenko-337,2024-08-30
CAND-0786,Egle,Ambrazas,egle.ambrazas@gmail.com,+1-897-359-2304x5018,Warsaw,Poland,King,Lead UX Researcher,linkedin.com/in/egle-ambrazas-960,2024-01-31
CAND-0787,Tiberiu,Petrov,tiberiu.petrov@gmail.com,,Krakow,Poland,Zalando,SEO Specialist,linkedin.com/in/tiberiu-petrov-330,2024-07-25
CAND-0788,Tim,Schmidt,tim.schmidt@yahoo.com,(342)636-1032x6642,Gdansk,Poland,Nord Security,Marketing Coordinator,,2025-01-03
CAND-0789,Isabelle,Jones,isabelle.jones1@gmail.com,964.692.5158x3776,London,United Kingdom,Freelance,Legal Counsel,linkedin.com/in/isabelle-jones-585,2025-05-27
CAND-0790,Aleksandra,Mazur,aleksandra.mazur@gmail.com,,Kaunas,Lithuania,Jam City,HR Manager,linkedin.com/in/aleksandra-mazur-629,2024-11-01
CAND-0791,Ruta,Noreika,ruta.noreika@gmail.com,001-896-316-5926,Riga,Latvia,Devbridge,FP&A Analyst,linkedin.com/in/ruta-noreika-992,2024-06-10
CAND-0792,Janos,Toth,janos.toth@yahoo.com,,Berlin,Germany,Swedbank,Senior Backend Engineer,linkedin.com/in/janos-toth-369,2024-01-31
CAND-0793,Domantas,Stankus,domantas.stankus@gmail.com,3856732788,Krakow,Poland,CGI,Backend Engineer,,2024-02-06
CAND-0794,Rafal,Kaminski,rafal.kaminski@protonmail.com,261.374.2243x864,Vilnius,Lithuania,Paddle,Head of Compliance,,2024-04-16
CAND-0795,Vaida,Ambrazas,vaida.ambrazas@outlook.com,6817866179,Amsterdam,Netherlands,N26,Senior Engineering Manager,,2024-07-19
CAND-0796,Mariya,Boyko,mariya.boyko@protonmail.com,891-680-1722x601,Berlin,Germany,SEB,Senior TA Specialist,,2024-05-21
CAND-0797,Saulius,Urbonas,saulius.urbonas@gmail.com,897-279-4523x21941,Hamburg,Germany,Contentful,Growth Manager,linkedin.com/in/saulius-urbonas-865,2024-02-16
CAND-0798,Nikita,Popescu,nikita.popescu@gmail.com,9616027769,Kaunas,Lithuania,Devbridge,QA Engineer,linkedin.com/in/nikita-popescu-350,2024-10-26
CAND-0799,Jonas,Jankauskas,jonas.jankauskas@gmail.com,+1-595-264-1220x310,Krakow,Poland,DXC Technology,Operations Manager,linkedin.com/in/jonas-jankauskas-409,2025-01-10
CAND-0800,Liam,Brown,liam.brown@yahoo.com,,Warsaw,Poland,Checkout.com,Product Designer,,2025-05-12
CAND-0801,Matas,Kairys,matas.kairys@gmail.com,972.436.8314,Krakow,Poland,TransferGo,Customer Support Lead,linkedin.com/in/matas-kairys-340,2025-03-26
CAND-0802,Dmytro,Kovalenko,dmytro.kovalenko@outlook.com,,Warsaw,Poland,EA Games,HR Business Partner,linkedin.com/in/dmytro-kovalenko-975,2025-01-28
CAND-0803,Natalia,Szymanski,natalia.szymanski@gmail.com,560.612.2777x0793,Kaunas,Lithuania,,,linkedin.com/in/natalia-szymanski-153,2024-11-08
CAND-0804,Inga,Stankus,inga.stankus@gmail.com,,Tallinn,Estonia,Playtika,Trust and Safety Lead,linkedin.com/in/inga-stankus-537,2024-02-28
CAND-0805,Grace,Clark,grace.clark@protonmail.com,001-660-250-1667,Kharkiv,Ukraine,Checkout.com,Senior Compliance Manager,linkedin.com/in/grace-clark-490,2025-04-23
CAND-0806,Laura,Klein,laura.klein@gmail.com,767.389.9730x8069,London,United Kingdom,Personio,Chief Product Officer,linkedin.com/in/laura-klein-504,2024-02-09
CAND-0807,Yaroslav,Tkachenko,yaroslav.tkachenko@protonmail.com,,Tallinn,Estonia,TransferGo,Senior FP&A Analyst,,2024-07-02
CAND-0808,Jakub,Szymanski,jakub.szymanski@gmail.com,,Berlin,Germany,Paddle,Senior CRM Manager,,2024-10-10
CAND-0809,Anastasia,Smirnov,anastasia.smirnov@gmail.com,567-917-9576x024,Kyiv,Ukraine,SumUp,Legal Counsel,linkedin.com/in/anastasia-smirnov-732,2024-02-20
CAND-0810,Greta,Kairys,greta.kairys@outlook.com,(873)783-9597x246,Vilnius,Lithuania,N26,Director of Engineering,,2024-01-17
CAND-0811,Lisa,Schulz,lisa.schulz@protonmail.com,329.834.1722x3297,Warsaw,Poland,Nord Security,Senior Product Manager,linkedin.com/in/lisa-schulz-342,2024-07-27
CAND-0812,Rafal,Nowak,rafal.nowak@protonmail.com,243.338.0054x5228,Warsaw,Poland,Playtika,Senior Operations Specialist,linkedin.com/in/rafal-nowak-517,2025-01-18
CAND-0813,Weronika,Kowalski,weronika.kowalski@gmail.com,661-493-1837x45508,Warsaw,Poland,Tesonet,Frontend Engineer,,2025-06-07
CAND-0814,Sandra,Hoffmann,sandra.hoffmann@protonmail.com,001-289-310-7711x991,Vilnius,Lithuania,EA Games,Senior Frontend Engineer,linkedin.com/in/sandra-hoffmann-764,2024-03-21
CAND-0815,Oksana,Fedorov,oksana.fedorov@yahoo.com,,Tallinn,Estonia,Luminor,Senior Product Lead,linkedin.com/in/oksana-fedorov-775,2025-06-21
CAND-0816,Mykola,Moroz,mykola.moroz@gmail.com,,Warsaw,Poland,Danske Bank,Senior CRM Manager,,2024-09-03
CAND-0817,Natalia,Lewandowski,natalia.lewandowski@gmail.com,(313)452-4787,Berlin,Germany,Danske Bank,Compliance Manager,,2024-08-23
CAND-0818,Oksana,Shevchuk,oksana.shevchuk@gmail.com,,Kaunas,Lithuania,EA Games,Data Scientist,linkedin.com/in/oksana-shevchuk-220,2024-03-24
CAND-0819,Karolina,Kaminski,karolina.kaminski1@outlook.com,+1-455-321-3760x3754,Kyiv,Ukraine,Wise,Legal Counsel,linkedin.com/in/karolina-kaminski-883,2025-04-26
CAND-0820,Felix,Hartmann,felix.hartmann@outlook.com,856-953-2863x266,Vilnius,Lithuania,Bolt,Senior Analytics Engineer,,2024-12-28
CAND-0821,Kristina,Rimkus,kristina.rimkus@gmail.com,250.872.0811x55626,Riga,Latvia,CGI,VP of Product,linkedin.com/in/kristina-rimkus-463,2025-04-04
CAND-0822,Petra,Kovacs,petra.kovacs@outlook.com,001-602-490-8466x84550,Kyiv,Ukraine,EA Games,Product Manager,linkedin.com/in/petra-kovacs-478,2025-04-09
CAND-0823,Tomasz,Jankowski,tomasz.jankowski@gmail.com,001-367-238-9975x634,Berlin,Germany,Vinted,Compensation and Benefits Analyst,linkedin.com/in/tomasz-jankowski-282,2024-05-26
CAND-0824,Jolanta,Ambrazas,jolanta.ambrazas@yahoo.com,+1-656-728-8431,Amsterdam,Netherlands,Accenture,Senior Product Designer,linkedin.com/in/jolanta-ambrazas-380,2025-05-13
CAND-0825,Katarzyna,Kowalczyk,katarzyna.kowalczyk@yahoo.com,,Wroclaw,Poland,,,linkedin.com/in/katarzyna-kowalczyk-198,2024-07-30
CAND-0826,Oksana,Kovalenko,oksana.kovalenko@yahoo.com,,Gdansk,Poland,Checkout.com,Marketing Coordinator,linkedin.com/in/oksana-kovalenko-388,2025-03-12
CAND-0827,Claudia,Becker,claudia.becker@gmail.com,,London,United Kingdom,TransferGo,Senior Legal Manager,linkedin.com/in/claudia-becker-985,2024-05-20
CAND-0828,Anastasia,Ivanov,anastasia.ivanov@gmail.com,001-620-708-9434x68105,Warsaw,Poland,Bolt,Operations Analyst,linkedin.com/in/anastasia-ivanov-745,2025-06-09
CAND-0829,Tobias,Klein,tobias.klein@gmail.com,501-574-9075,Wroclaw,Poland,TrueLayer,Trust and Safety Analyst,linkedin.com/in/tobias-klein-998,2024-02-06
CAND-0830,Oksana,Nagy,oksana.nagy@yahoo.com,(544)792-6831x589,Wroclaw,Poland,Zalando,Senior FP&A Analyst,,2025-05-23
CAND-0831,Lukas,Kairys,lukas.kairys@protonmail.com,912.366.1106x273,Vilnius,Lithuania,Bolt,Senior Legal Counsel,,2024-02-09
CAND-0832,Damian,Dabrowska,damian.dabrowska@yahoo.com,(986)898-8649x767,Kaunas,Lithuania,TrueLayer,Senior Analytics Manager,,2025-05-11
CAND-0833,Weronika,Lewandowski,weronika.lewandowski@yahoo.com,(328)527-7288,Vilnius,Lithuania,TransferGo,FP&A Analyst,linkedin.com/in/weronika-lewandowski-778,2025-03-11
CAND-0834,Rytis,Paulauskas,rytis.paulauskas@gmail.com,670.228.5196x115,London,United Kingdom,Cognizant,Legal Manager,linkedin.com/in/rytis-paulauskas-374,2025-06-03
CAND-0835,Aiste,Petrauskas,aiste.petrauskas@yahoo.com,,Warsaw,Poland,Accenture,Compensation and Benefits Analyst,linkedin.com/in/aiste-petrauskas-366,2024-02-25
CAND-0836,Simona,Petrauskas,simona.petrauskas@gmail.com,221.654.5447x02296,Warsaw,Poland,Revolut,Marketing Manager,,2024-12-03
CAND-0837,Inga,Zukauskas,inga.zukauskas@gmail.com,,Warsaw,Poland,Atea,Senior Product Designer,linkedin.com/in/inga-zukauskas-303,2024-06-09
CAND-0838,Nikita,Kovacs,nikita.kovacs@gmail.com,,Warsaw,Poland,Delivery Hero,Head of Growth,,2025-06-23
CAND-0839,Rokas,Petrauskas,rokas.petrauskas@gmail.com,632-970-1851x0679,Vilnius,Lithuania,Jam City,Marketing Coordinator,,2025-01-21
CAND-0840,David,Hartmann,david.hartmann@gmail.com,867-892-2877x72519,Berlin,Germany,Luminor,Junior Frontend Engineer,linkedin.com/in/david-hartmann-702,2025-02-04
CAND-0841,Neringa,Stankus,neringa.stankus@outlook.com,265.680.7412,Vilnius,Lithuania,Personio,Senior Compliance Manager,,2025-04-27
CAND-0842,Krzysztof,Zielinski,krzysztof.zielinski@yahoo.com,+1-518-913-9890,Warsaw,Poland,Checkout.com,SEO Specialist,,2025-01-16
CAND-0843,Lucy,Brown,lucy.brown@yahoo.com,,Kaunas,Lithuania,N26,Senior Legal Counsel,linkedin.com/in/lucy-brown-440,2024-05-27
CAND-0844,Sophie,Thomas,sophie.thomas@gmail.com,701.882.0433x97189,Wroclaw,Poland,EA Games,SEO Specialist,linkedin.com/in/sophie-thomas-584,2025-06-19
CAND-0845,Sarah,Muller,sarah.muller@outlook.com,001-707-805-6260,Warsaw,Poland,CGI,Junior BI Analyst,,2024-10-01
CAND-0846,Sandra,Becker,sandra.becker@yahoo.com,611-818-2422x412,Gdansk,Poland,Contentful,Fraud Analyst,linkedin.com/in/sandra-becker-979,2024-03-24
CAND-0847,Mikhail,Petrov,mikhail.petrov@gmail.com,,Vilnius,Lithuania,TransferGo,Data Analyst,linkedin.com/in/mikhail-petrov-534,2025-05-22
CAND-0848,Lina,Stonkus,lina.stonkus@protonmail.com,,Kaunas,Lithuania,Wargaming,FP&A Analyst,,2024-10-04
CAND-0849,Tetyana,Moroz,tetyana.moroz@protonmail.com,+1-720-695-2004x61526,Warsaw,Poland,Delivery Hero,Partner Operations Manager,linkedin.com/in/tetyana-moroz-315,2024-12-04
CAND-0850,Daria,Nagy,daria.nagy@yahoo.com,(610)233-9937x8861,Berlin,Germany,Accenture,Compensation and Benefits Analyst,linkedin.com/in/daria-nagy-105,2024-11-15
CAND-0851,Jonas,Schulz,jonas.schulz@outlook.com,578-461-7063x04891,Vilnius,Lithuania,LMT,Data Engineer,linkedin.com/in/jonas-schulz-114,2024-07-16
CAND-0852,Aiste,Radzevicius,aiste.radzevicius1@protonmail.com,896-971-8325x8238,Tallinn,Estonia,Swedbank,Senior Financial Analyst,linkedin.com/in/aiste-radzevicius-256,2024-04-15
CAND-0853,David,Hoffmann,david.hoffmann@gmail.com,6076942007,Krakow,Poland,Freelance,L&D Specialist,,2025-04-29
CAND-0854,Edvinas,Gudas,edvinas.gudas@gmail.com,,Tallinn,Estonia,Tesonet,Senior Data Analyst,linkedin.com/in/edvinas-gudas-153,2024-05-20
CAND-0855,Yaroslav,Oliynyk,yaroslav.oliynyk@gmail.com,+1-865-339-8402x89141,Kyiv,Ukraine,Contentful,Compensation and Benefits Analyst,,2024-12-29
CAND-0856,Aleksandra,Nowak,aleksandra.nowak@yahoo.com,,Gdansk,Poland,Jam City,Senior FP&A Analyst,linkedin.com/in/aleksandra-nowak-601,2024-09-13
CAND-0857,Hannah,Richter,hannah.richter@gmail.com,(684)963-9855,Amsterdam,Netherlands,LMT,Customer Support Lead,linkedin.com/in/hannah-richter-997,2024-07-14
CAND-0858,Jakub,Wojcik,jakub.wojcik@outlook.com,935-253-7950x209,Vilnius,Lithuania,EA Games,FP&A Analyst,,2025-05-29
CAND-0859,Elena,Kovacs,elena.kovacs@protonmail.com,2269876811,Vilnius,Lithuania,SumUp,Senior Financial Analyst,,2025-04-27
CAND-0860,Kinga,Nagy,kinga.nagy@outlook.com,+1-215-569-5620x17537,Tallinn,Estonia,Checkout.com,Product Manager,linkedin.com/in/kinga-nagy-830,2024-06-05
CAND-0861,Leon,Schmidt,leon.schmidt@outlook.com,,Vilnius,Lithuania,Bite,QA Engineer,linkedin.com/in/leon-schmidt-973,2024-07-17
CAND-0862,Lisa,Hartmann,lisa.hartmann@protonmail.com,,Warsaw,Poland,Revolut,Fraud Analyst,linkedin.com/in/lisa-hartmann-783,2024-03-03
CAND-0863,Agne,Mockus,agne.mockus@gmail.com,001-604-953-1943x3750,Vilnius,Lithuania,Zynga,Senior Performance Marketer,linkedin.com/in/agne-mockus-864,2024-01-04
CAND-0864,Marta,Lewandowski,marta.lewandowski@outlook.com,001-593-403-6149x872,London,United Kingdom,Ubisoft,Legal Counsel,linkedin.com/in/marta-lewandowski-188,2024-07-09
CAND-0865,Anna,Jankowski,anna.jankowski@gmail.com,,Vilnius,Lithuania,Danske Bank,Legal Counsel,linkedin.com/in/anna-jankowski-797,2024-07-14
CAND-0866,Sophie,Muller,sophie.muller@outlook.com,692-512-4938,Vilnius,Lithuania,Adform,Operations Specialist,linkedin.com/in/sophie-muller-304,2024-06-30
CAND-0867,Tiberiu,Kovacs,tiberiu.kovacs@gmail.com,+1-308-994-8706x05664,Krakow,Poland,Atea,Senior Legal Manager,linkedin.com/in/tiberiu-kovacs-954,2025-01-29
CAND-0868,Aiste,Urbonas,aiste.urbonas@protonmail.com,,Riga,Latvia,Delivery Hero,Trust and Safety Lead,linkedin.com/in/aiste-urbonas-860,2024-10-02
CAND-0869,Laura,Gudas,laura.gudas@outlook.com,558.703.0468x7506,Wroclaw,Poland,TrueLayer,Senior Analytics Engineer,linkedin.com/in/laura-gudas-481,2025-01-21
CAND-0870,Lisa,Bauer,lisa.bauer@gmail.com,790-636-1332,Amsterdam,Netherlands,Wargaming,Data Scientist,linkedin.com/in/lisa-bauer-202,2024-07-10
CAND-0871,Tiberiu,Kuznetsov,tiberiu.kuznetsov@gmail.com,,Kaunas,Lithuania,Miniclip,Senior Compliance Manager,,2025-04-29
CAND-0872,Rafal,Fedorov,rafal.fedorov@gmail.com,510-376-0954,Kaunas,Lithuania,King,Marketing Manager,linkedin.com/in/rafal-fedorov-892,2024-10-02
CAND-0873,Aleksander,Nagy,aleksander.nagy@yahoo.com,335.305.8319x9717,Warsaw,Poland,Zynga,Head of Growth,linkedin.com/in/aleksander-nagy-441,2024-02-25
CAND-0874,Andrei,Ivanov,andrei.ivanov@outlook.com,6068512070,Berlin,Germany,,,linkedin.com/in/andrei-ivanov-276,2024-11-04
CAND-0875,Marcin,Zielinski,marcin.zielinski@gmail.com,810-580-4661,Vilnius,Lithuania,Paddle,Customer Support Specialist,linkedin.com/in/marcin-zielinski-582,2025-02-07
CAND-0876,Katharina,Wagner,katharina.wagner@outlook.com,+1-990-776-7699x150,Kyiv,Ukraine,Nord Security,Talent Acquisition Specialist,linkedin.com/in/katharina-wagner-434,2024-10-16
CAND-0877,Charlotte,Roberts,charlotte.roberts@outlook.com,001-431-610-9193,Kaunas,Lithuania,,,,2024-01-28
CAND-0878,Kristina,Urbonas,kristina.urbonas@gmail.com,(867)797-2320x024,Riga,Latvia,Miniclip,Senior HR Manager,linkedin.com/in/kristina-urbonas-292,2024-02-15
CAND-0879,Rytis,Zukauskas,rytis.zukauskas@protonmail.com,498-222-7495x4508,Vilnius,Lithuania,EPAM Systems,Senior TA Specialist,linkedin.com/in/rytis-zukauskas-531,2024-07-02
CAND-0880,Monika,Daunoras,monika.daunoras@gmail.com,388.706.5333,Kyiv,Ukraine,Freelance,HR Manager,linkedin.com/in/monika-daunoras-231,2025-06-03
CAND-0881,Maciej,Dabrowska,maciej.dabrowska@protonmail.com,677.895.9959,Kyiv,Ukraine,EPAM Systems,HR Business Partner,linkedin.com/in/maciej-dabrowska-921,2025-04-06
CAND-0882,Halyna,Kravchenko,halyna.kravchenko@yahoo.com,,Vilnius,Lithuania,Wise,Senior TA Specialist,,2024-03-22
CAND-0883,Gintaras,Gudas,gintaras.gudas@yahoo.com,,London,United Kingdom,LMT,TA Coordinator,linkedin.com/in/gintaras-gudas-988,2025-05-16
CAND-0884,Filip,Kowalczyk,filip.kowalczyk@outlook.com,921-770-7303x37933,Warsaw,Poland,Playtika,FP&A Analyst,linkedin.com/in/filip-kowalczyk-557,2024-11-28
CAND-0885,Jonas,Urbonas,jonas.urbonas@protonmail.com,001-463-662-0501x5081,Kyiv,Ukraine,Contentful,Data Analyst,linkedin.com/in/jonas-urbonas-248,2025-05-20
CAND-0886,Pawel,Kozlowski,pawel.kozlowski@yahoo.com,439.750.0334x234,Riga,Latvia,TrueLayer,Compliance Specialist,linkedin.com/in/pawel-kozlowski-250,2024-04-13
CAND-0887,Adam,Dabrowska,adam.dabrowska@protonmail.com,+1-432-830-2410,Kaunas,Lithuania,Wise,Senior Financial Analyst,,2025-03-19
CAND-0888,Mirela,Kovacs,mirela.kovacs@yahoo.com,+1-315-334-7355x2896,Amsterdam,Netherlands,Contentful,DevOps Engineer,linkedin.com/in/mirela-kovacs-547,2024-10-08
CAND-0889,Sophie,Schulz,sophie.schulz@protonmail.com,(823)538-6559,Kaunas,Lithuania,Wise,FP&A Analyst,linkedin.com/in/sophie-schulz-900,2025-02-28
CAND-0890,Andreas,Hoffmann,andreas.hoffmann@protonmail.com,2996384253,Warsaw,Poland,Playtika,Partner Operations Manager,,2025-04-16
CAND-0891,Tetyana,Shevchuk,tetyana.shevchuk@outlook.com,(489)873-1791,Krakow,Poland,CGI,Fraud Analyst,linkedin.com/in/tetyana-shevchuk-974,2025-05-25
CAND-0892,Egle,Mockus,egle.mockus@outlook.com,001-885-278-7255x87774,Amsterdam,Netherlands,Pipedrive,Senior Compliance Manager,linkedin.com/in/egle-mockus-865,2025-06-26
CAND-0893,Adam,Szymanski,adam.szymanski@protonmail.com,833.473.6346,Vilnius,Lithuania,EA Games,Senior Analytics Engineer,linkedin.com/in/adam-szymanski-883,2024-01-24
CAND-0894,Ethan,Wilson,ethan.wilson@gmail.com,(248)912-1478x539,Krakow,Poland,SEB,Product Manager,linkedin.com/in/ethan-wilson-213,2024-10-23
CAND-0895,Tadas,Noreika,tadas.noreika@outlook.com,495.967.7665x75460,Vilnius,Lithuania,Zynga,FP&A Analyst,linkedin.com/in/tadas-noreika-780,2024-11-21
CAND-0896,Iryna,Kovalchuk,iryna.kovalchuk@outlook.com,,Warsaw,Poland,Bite,Senior Analytics Manager,linkedin.com/in/iryna-kovalchuk-103,2025-06-29
CAND-0897,Chloe,Williams,chloe.williams@protonmail.com,,Kaunas,Lithuania,Freelance,Head of Talent Acquisition,linkedin.com/in/chloe-williams-129,2024-08-17
CAND-0898,Viktorija,Radzevicius,viktorija.radzevicius@protonmail.com,341.651.4888,Vilnius,Lithuania,Miniclip,SEO Specialist,linkedin.com/in/viktorija-radzevicius-479,2024-01-24
CAND-0899,Katharina,Wagner,katharina.wagner@yahoo.com,511.715.0835,Vilnius,Lithuania,Revolut,Senior Legal Counsel,linkedin.com/in/katharina-wagner-829,2024-07-23
CAND-0900,Jakub,Wojcik,jakub.wojcik1@yahoo.com,844-839-2840x445,Warsaw,Poland,Zynga,Head of Legal,,2025-05-27
CAND-0901,Tetyana,Shevchenko,tetyana.shevchenko@gmail.com,001-907-582-6333,Gdansk,Poland,Wargaming,Senior DevOps Engineer,,2025-04-26
CAND-0902,Marius,Kovacs,marius.kovacs@protonmail.com,298.777.5153x66377,London,United Kingdom,Zynga,Staff Engineer,linkedin.com/in/marius-kovacs-931,2025-02-11
CAND-0903,Emily,Davies,emily.davies@outlook.com,(892)840-7553,Berlin,Germany,Freelance,Senior Legal Counsel,linkedin.com/in/emily-davies-967,2024-09-25
CAND-0904,Lily,Jones,lily.jones@protonmail.com,+1-868-845-9090x22599,Kaunas,Lithuania,CGI,Senior Analytics Manager,linkedin.com/in/lily-jones-199,2024-12-03
