employee_id,first_name,last_name,email,department,sub_department,job_title,job_level,employment_type,hire_date,start_date,manager_id,location_city,location_country,salary_amount,salary_currency,salary_type,gender,nationality,status,termination_date,termination_reason,ats_candidate_id
EMP-0115,Adam,Dabrowska,adam.dabrowska@enovatech.com,Growth,Performance Marketing,Head of Marketing,director,full_time,2024-02-16,2024-03-04,EMP-0003,Vilnius,Lithuania,130500,EUR,annual,m,Poland,active,,,CAND-0115
EMP-0116,Laura,Schulz,laura.schulz@enovatech.com,Growth,SEO,Head of Growth,director,full_time,2024-02-18,2024-03-13,EMP-0102,Vilnius,Lithuania,110000,EUR,annual,f,Ukraine,active,,,CAND-0116
EMP-0117,Vilius,Stonkus,vilius.stonkus@enovatech.com,Growth,SEO,Marketing Manager,manager,full_time,2025-07-04,2025-08-03,EMP-0114,Remote,Lithuania,87500,EUR,annual,m,Lithuania,active,,,CAND-0117
EMP-0118,Rokas,Kairys,rokas.kairys@enovatech.com,Growth,Performance Marketing,Marketing Manager,manager,full_time,2025-07-04,2025-08-05,EMP-0086,Remote,Lithuania,88000,EUR,annual,f,Lithuania,active,,,CAND-0118
EMP-0119,Mindaugas,Rimkus,mindaugas.rimkus@enovatech.com,Growth,Performance Marketing,Marketing Manager,manager,full_time,2025-07-02,2025-08-26,EMP-0105,Remote,Lithuania,68000,EUR,annual,m,United Kingdom,active,,,CAND-0119
EMP-0120,Rafal,Nagy,rafal.nagy@enovatech.com,Growth,SEO,Marketing Manager,manager,full_time,2025-07-03,2025-08-29,EMP-0105,Remote,Lithuania,85000,EUR,annual,f,Poland,active,,,CAND-0120
EMP-0121,Laura,Stonkus,laura.stonkus@enovatech.com,Growth,Performance Marketing,Senior Performance Marketer,ic3,full_time,2025-07-01,2025-07-31,EMP-0106,London,United Kingdom,86500,GBP,annual,non_binary,Poland,active,,,CAND-0121
EMP-0122,Rokas,Paulauskas,rokas.paulauskas@enovatech.com,Growth,SEO,Senior CRM Manager,ic3,full_time,2025-07-01,2025-07-17,EMP-0017,London,United Kingdom,78500,GBP,annual,f,Lithuania,active,,,CAND-0122
EMP-0123,Ewelina,Nowak,ewelina.nowak@enovatech.com,Growth,CRM,Senior Growth Manager,ic3,full_time,2025-07-04,2025-07-27,EMP-0086,London,United Kingdom,77000,GBP,annual,m,Poland,active,,,CAND-0123
EMP-0124,Tiberiu,Nagy,tiberiu.nagy@enovatech.com,Growth,Performance Marketing,Senior Growth Manager,ic3,full_time,2025-07-04,2025-08-23,EMP-0050,London,United Kingdom,84500,GBP,annual,m,Poland,active,,,CAND-0124
EMP-0125,Aleksandra,Szymanski,aleksandra.szymanski@enovatech.com,Finance,FP&A,Senior FP&A Analyst,ic3,full_time,2025-05-15,2025-06-17,EMP-0105,Vilnius,Lithuania,58500,EUR,annual,f,Germany,active,,,CAND-0125
EMP-0126,Mindaugas,Radzevicius,mindaugas.radzevicius@enovatech.com,Finance,Accounting,Financial Analyst,ic2,full_time,2025-05-19,2025-07-18,EMP-0114,Vilnius,Lithuania,38500,EUR,annual,f,Lithuania,active,,,CAND-0126
EMP-0127,Rytis,Levinskas,rytis.levinskas@enovatech.com,Finance,Accounting,FP&A Analyst,ic2,full_time,2025-06-19,2025-07-03,EMP-0106,Vilnius,Lithuania,3700,EUR,annual,f,Poland,active,,,CAND-0127
EMP-0128,Mindaugas,Butkus,mindaugas.butkus@enovatech.com,Finance,FP&A,FP&A Analyst,ic2,full_time,2025-06-15,2025-07-05,EMP-0031,Vilnius,Lithuania,44500,EUR,annual,m,Poland,active,,,CAND-0128
EMP-0129,Tiberiu,Fedorov,tiberiu.fedorov@enovatech.com,Finance,FP&A,Financial Analyst,ic2,full_time,2025-05-21,2025-07-16,EMP-0100,Vilnius,Lithuania,50500,EUR,annual,f,Poland,active,,,CAND-0129
EMP-0130,Ruta,Noreika,ruta.noreika@enovatech.com,Finance,Accounting,FP&A Analyst,ic2,full_time,2025-05-11,2025-06-18,EMP-0119,Vilnius,Lithuania,37000,EUR,annual,m,Poland,active,,,CAND-0130
EMP-0131,Ruta,Daunoras,ruta.daunoras@enovatech.com,Finance,FP&A,Financial Analyst,ic2,full_time,2025-06-04,2025-07-11,EMP-0100,Vilnius,Lithuania,39500,EUR,annual,f,Germany,active,,,CAND-0131
EMP-0132,Domantas,Radzevicius,domantas.radzevicius@enovatech.com,Finance,FP&A,Management Accountant,ic2,full_time,2025-05-28,2025-06-28,EMP-0003,Vilnius,Lithuania,48500,EUR,annual,f,Lithuania,active,,,CAND-0132
EMP-0133,Matas,Ambrazas,matas.ambrazas@enovatech.com,Operations,Trust and Safety,Fraud Analyst,ic2,full_time,2025-06-15,2025-08-05,EMP-0079,Berlin,Germany,78500,EUR,annual,f,Lithuania,active,,,CAND-0133
EMP-0134,Agne,Levinskas,agne.levinskas@enovatech.com,Operations,Partner Ops,Operations Specialist,ic2,full_time,2025-06-11,2025-06-28,EMP-0113,Berlin,Germany,72500,EUR,annual,f,Ukraine,active,,,CAND-0134
EMP-0135,Monika,Petrauskas,monika.petrauskas@enovatech.com,Operations,Trust and Safety,Fraud Analyst,ic2,full_time,2025-06-21,2025-07-19,EMP-0086,Berlin,Germany,79500,EUR,annual,m,Ukraine,active,,,CAND-0135
EMP-0136,Erikas,Levinskas,erikas.levinskas@enovatech.com,Operations,Partner Ops,Operations Specialist,ic2,full_time,2025-07-04,2025-07-25,EMP-0087,Berlin,Germany,64500,EUR,annual,f,Netherlands,active,,,CAND-0136
EMP-0137,Tetyana,Bondarenko,tetyana.bondarenko@enovatech.com,Operations,Trust and Safety,Partner Operations Manager,ic2,full_time,2025-06-18,2025-08-09,EMP-0087,Berlin,Germany,62500,EUR,annual,m,Ukraine,active,,,CAND-0137
EMP-0138,Volodymyr,Kovalenko,volodymyr.kovalenko@enovatech.com,Operations,Partner Ops,Customer Support Manager,manager,full_time,2025-02-09,2025-04-05,EMP-0106,Kaunas,Lithuania,93500,EUR,annual,f,United Kingdom,active,,,CAND-0138
EMP-0139,Matthew,Brown,matthew.brown@enovatech.com,Operations,Partner Ops,Customer Support Manager,manager,full_time,2025-03-03,2025-04-01,EMP-0080,Kaunas,Lithuania,92500,EUR,annual,m,Lithuania,active,,,CAND-0139
EMP-0140,Lukas,Daunoras,lukas.daunoras@enovatech.com,Operations,Partner Ops,Operations Manager,manager,full_time,2025-02-20,2025-03-14,EMP-0079,Kaunas,Lithuania,85500,EUR,annual,m,United Kingdom,active,,,CAND-0140
EMP-0141,Jolanta,Grigas,jolanta.grigas@enovatech.com,Operations,Partner Ops,Operations Manager,manager,full_time,2025-03-03,2025-04-14,EMP-0030,Kaunas,Lithuania,72000,EUR,annual,m,Poland,active,,,CAND-0141
EMP-0142,Oksana,Petrov,oksana.petrov@enovatech.com,Operations,Partner Ops,Operations Manager,manager,full_time,2025-02-14,2025-03-01,EMP-0079,Kaunas,Lithuania,73000,EUR,annual,f,Ukraine,active,,,CAND-0142
EMP-0143,Tiberiu,Ivanov,tiberiu.ivanov@enovatech.com,Operations,Customer Support,Trust and Safety Lead,ic3,full_time,2025-07-01,2025-07-30,EMP-0117,Vilnius,Lithuania,59000,EUR,annual,m,Lithuania,active,,,CAND-0143
EMP-0144,Edvinas,Zukauskas,edvinas.zukauskas@enovatech.com,Operations,Partner Ops,Trust and Safety Lead,ic3,full_time,2025-07-02,2025-07-21,EMP-0101,Vilnius,Lithuania,74500,EUR,annual,m,Germany,active,,,CAND-0144
EMP-0145,Monika,Wisniewski,monika.wisniewski@enovatech.com,Operations,Trust and Safety,Customer Support Lead,ic3,full_time,2025-07-01,2025-07-26,EMP-0078,Vilnius,Lithuania,4800,EUR,annual,m,Germany,active,,,CAND-0145
EMP-0146,Matthew,Hughes,matthew.hughes@enovatech.com,Operations,Customer Support,Customer Support Lead,ic3,full_time,2025-07-03,2025-08-08,EMP-0051,Vilnius,Lithuania,6500,EUR,annual,m,Lithuania,active,,,CAND-0146
EMP-0147,Oleksiy,Shevchuk,oleksiy.shevchuk@enovatech.com,Operations,Customer Support,Operations Manager,manager,full_time,2024-03-14,2024-05-10,EMP-0061,Vilnius,Lithuania,69000,EUR,annual,m,Ukraine,active,,,CAND-0147
EMP-0148,Dovydas,Mockus,dovydas.mockus@enovatech.com,HR,L&D,Senior HR Business Partner,ic3,full_time,2025-07-02,2025-07-26,EMP-0115,Kaunas,Lithuania,65500,EUR,annual,m,Lithuania,active,,,CAND-0148
EMP-0149,Viktorija,Petrauskas,viktorija.petrauskas@enovatech.com,HR,HR,Senior TA Specialist,ic3,full_time,2025-07-04,2025-07-18,EMP-0082,Kaunas,Lithuania,77500,EUR,annual,m,Lithuania,active,,,CAND-0149
EMP-0150,Mykhailo,Melnyk,mykhailo.melnyk@enovatech.com,HR,L&D,Senior TA Specialist,ic3,full_time,2025-07-02,2025-08-28,EMP-0147,Kaunas,Lithuania,53000,EUR,annual,m,Poland,active,,,CAND-0150
EMP-0151,Inga,Gudas,inga.gudas@enovatech.com,HR,Compensation,Senior TA Specialist,ic3,full_time,2025-07-03,2025-08-26,EMP-0080,Kaunas,Lithuania,57000,EUR,annual,m,Latvia,active,,,CAND-0151
EMP-0152,Hannah,Koch,hannah.koch@enovatech.com,HR,HR,Senior TA Specialist,ic3,full_time,2025-07-02,2025-08-29,EMP-0030,Kaunas,Lithuania,68500,EUR,annual,m,Ukraine,active,,,CAND-0152
EMP-0153,Alina,Kovalchuk,alina.kovalchuk@enovatech.com,HR,Compensation,Talent Acquisition Specialist,ic2,full_time,2024-08-26,2024-10-04,EMP-0080,Vilnius,Lithuania,47500,EUR,annual,f,Poland,terminated,2025-05-17,involuntary_performance,CAND-0153
EMP-0154,Kristina,Jankauskas,kristina.jankauskas@enovatech.com,HR,Talent Acquisition,HR Business Partner,ic2,full_time,2024-08-17,2024-08-31,EMP-0100,Vilnius,Lithuania,41500,EUR,annual,m,Lithuania,active,,,CAND-0154
EMP-0155,Vladislav,Ionescu,vladislav.ionescu@enovatech.com,HR,L&D,L&D Specialist,ic2,full_time,2024-08-09,2024-10-05,EMP-0086,Vilnius,Lithuania,36000,EUR,annual,m,Lithuania,active,,,CAND-0155
EMP-0156,Marius,Petrov,marius.petrov@enovatech.com,HR,HR,Talent Acquisition Specialist,ic2,full_time,2024-08-27,2024-09-24,EMP-0003,Vilnius,Lithuania,41000,EUR,annual,f,Poland,active,,,CAND-0156
EMP-0157,Rafal,Kowalczyk,rafal.kowalczyk@enovatech.com,HR,Talent Acquisition,HR Business Partner,ic2,full_time,2024-09-14,2024-10-26,EMP-0016,Kaunas,Lithuania,36000,EUR,annual,m,Ukraine,active,,,CAND-0157
EMP-0158,Tadas,Stankus,tadas.stankus@enovatech.com,HR,Talent Acquisition,Compensation and Benefits Analyst,ic2,full_time,2024-09-14,2024-10-30,EMP-0077,Kaunas,Lithuania,45500,EUR,annual,f,Netherlands,terminated,2025-05-16,,CAND-0158
EMP-0159,Damian,Lewandowski,damian.lewandowski@enovatech.com,HR,Compensation,Talent Acquisition Specialist,ic2,full_time,2024-09-16,2024-11-13,EMP-0112,Kaunas,Lithuania,46500,EUR,annual,m,Estonia,active,,,CAND-0159
EMP-0160,Agnieszka,Kaminski,agnieszka.kaminski@enovatech.com,Legal,Compliance,Senior Legal Manager,senior_manager,full_time,2025-07-03,2025-08-02,EMP-0002,Vilnius,Lithuania,107500,EUR,annual,f,Ukraine,active,,,CAND-0160
EMP-0161,Charlotte,Hughes,charlotte.hughes@enovatech.com,Legal,Compliance,Senior Legal Manager,senior_manager,full_time,2025-07-01,2025-08-20,EMP-0016,Vilnius,Lithuania,93500,EUR,annual,m,Poland,active,,,CAND-0161
EMP-0162,Halyna,Kovalchuk,halyna.kovalchuk@enovatech.com,Legal,Compliance,Senior Legal Manager,senior_manager,full_time,2025-07-03,2025-07-18,EMP-0002,Vilnius,Lithuania,91000,EUR,annual,f,Poland,active,,,CAND-0162
EMP-0163,Yaroslav,Boyko,yaroslav.boyko@enovatech.com,Legal,Compliance,Senior Legal Manager,senior_manager,full_time,2025-07-01,2025-07-17,EMP-0015,Vilnius,Lithuania,105500,EUR,annual,m,Ukraine,active,,,CAND-0163
EMP-0164,Iryna,Oliynyk,iryna.oliynyk@enovatech.com,Legal,Legal,Senior Legal Manager,senior_manager,full_time,2025-07-01,2025-08-16,EMP-0114,Vilnius,Lithuania,94500,EUR,annual,f,Ukraine,active,,,CAND-0164
EMP-0165,Andrei,Ivanov,andrei.ivanov@enovatech.com,Legal,Compliance,Senior Compliance Manager,ic3,full_time,2024-06-17,2024-07-15,EMP-0085,Remote,Lithuania,68500,EUR,annual,m,Ukraine,active,,,CAND-0165
EMP-0166,Michal,Kowalski,michal.kowalski@enovatech.com,Legal,Compliance,Senior Legal Counsel,ic3,full_time,2024-06-27,2024-07-29,EMP-0162,Remote,Lithuania,53500,EUR,annual,f,United Kingdom,active,,,CAND-0166
EMP-0167,Emily,Robinson,emily.robinson@enovatech.com,Growth,CRM,Marketing Manager,manager,full_time,2023-05-26,2023-06-12,EMP-0082,London,United Kingdom,91500,GBP,annual,f,United Kingdom,active,,,
EMP-0168,Kristina,Kazlauskas,kristina.kazlauskas@enovatech.com,Growth,Brand,SEO Specialist,ic2,full_time,2023-01-12,2023-01-20,EMP-0102,Vilnius,Lithuania,41000,EUR,annual,f,Lithuania,active,,,
EMP-0169,Ivan,Lytovchenko,ivan.lytovchenko@enovatech.com,Operations,Trust and Safety,Customer Support Specialist,ic1,full_time,2023-11-29,2023-12-11,EMP-0101,Kyiv,Ukraine,20000,EUR,annual,m,Ukraine,terminated,2024-07-29,voluntary_resignation,
EMP-0170,Mantas,Noreika,mantas.noreika@enovatech.com,Engineering,Security,Senior Mobile Engineer,ic3,full_time,2023-04-29,2023-05-26,EMP-0005,Vilnius,Lithuania,67500,EUR,annual,m,Lithuania,active,,,
EMP-0171,Kamil,Szymanski,kamil.szymanski@enovatech.com,Analytics,Analytics,Senior Analytics Manager,senior_manager,full_time,2023-10-28,2023-11-12,EMP-0138,Warsaw,Poland,108500,EUR,annual,m,Poland,active,,,
EMP-0172,Kristina,Ambrazas,kristina.ambrazas@enovatech.com,Analytics,BI,Data Engineer,ic2,full_time,2023-05-01,2023-05-30,EMP-0049,Vilnius,Lithuania,44500,EUR,annual,f,Lithuania,active,,,
EMP-0173,Tomas,Butkus,tomas.butkus@enovatech.com,Operations,Customer Support,Trust and Safety Lead,ic3,full_time,2023-04-05,2023-04-23,EMP-0086,Vilnius,Lithuania,53500,EUR,annual,m,Lithuania,active,,,
EMP-0174,Agne,Grigas,agne.grigas@enovatech.com,Engineering,DevOps,Senior Engineering Manager,senior_manager,full_time,2023-12-20,2024-01-13,EMP-0031,Vilnius,Lithuania,97500,EUR,annual,f,Lithuania,active,,,
EMP-0175,Lina,Ambrazas,lina.ambrazas@enovatech.com,Operations,Partner Ops,Senior Operations Specialist,ic3,full_time,2023-07-08,2023-07-25,EMP-0085,Vilnius,Lithuania,58000,EUR,annual,f,Lithuania,active,,,
EMP-0176,Monika,Jankauskas,monika.jankauskas@enovatech.com,HR,L&D,TA Manager,manager,full_time,2023-03-16,2023-04-15,EMP-0014,Vilnius,Lithuania,93500,EUR,annual,f,Lithuania,active,,,
EMP-0177,Marta,Wozniak,marta.wozniak@enovatech.com,Engineering,QA,Security Engineer,ic3,full_time,2023-04-16,2023-05-05,EMP-0139,Warsaw,Poland,5800,EUR,annual,f,Poland,active,,,
EMP-0178,Ruta,Stankus,ruta.stankus@enovatech.com,Engineering,DevOps,Backend Engineer,ic2,full_time,2023-12-09,2023-12-20,EMP-0105,Vilnius,Lithuania,49000,EUR,annual,f,Lithuania,active,,,
EMP-0179,Daniel,Clark,daniel.clark@enovatech.com,Finance,FP&A,Senior Financial Analyst,ic3,full_time,2023-02-22,2023-03-20,EMP-0096,London,United Kingdom,76500,GBP,annual,m,United Kingdom,active,,,
EMP-0180,Edvinas,Grigas,edvinas.grigas@enovatech.com,Operations,Partner Ops,Trust and Safety Analyst,ic1,full_time,2023-01-30,2023-02-08,EMP-0081,Vilnius,Lithuania,27500,EUR,annual,m,Lithuania,active,,,
EMP-0181,Viktorija,Ambrazas,viktorija.ambrazas@enovatech.com,Product,UX Research,Product Manager,ic2,full_time,2023-11-20,2023-11-29,EMP-0085,Vilnius,Lithuania,45000,EUR,annual,f,Lithuania,active,,,
EMP-0182,Viktorija,Urbonas,viktorija.urbonas@enovatech.com,Engineering,DevOps,DevOps Engineer,ic2,full_time,2023-10-06,2023-10-22,EMP-0141,Vilnius,Lithuania,47500,EUR,annual,f,Lithuania,active,,,
EMP-0183,Arnas,Mockus,arnas.mockus@enovatech.com,Engineering,Mobile,DevOps Engineer,ic2,full_time,2023-05-20,2023-06-09,EMP-0085,Vilnius,Lithuania,51000,EUR,annual,m,Lithuania,active,,,
EMP-0184,Agne,Noreika,agne.noreika@enovatech.com,Product,Platform,Product Lead,manager,full_time,2023-11-28,2023-12-13,EMP-0052,Vilnius,Lithuania,87500,EUR,annual,f,Lithuania,active,,,
EMP-0185,Jolanta,Rimkus,jolanta.rimkus@enovatech.com,HR,HR,Senior TA Specialist,ic3,full_time,2023-02-20,2023-03-12,EMP-0051,Vilnius,Lithuania,60000,EUR,annual,f,Lithuania,active,,,
EMP-0186,Bartosz,Kowalczyk,bartosz.kowalczyk@enovatech.com,Engineering,Frontend,Mobile Engineer,ic2,full_time,2023-01-06,2023-01-14,EMP-0101,Warsaw,Poland,46500,EUR,annual,m,Poland,active,,,
EMP-0187,Lukas,Grigas,lukas.grigas@enovatech.com,Operations,Partner Ops,Trust and Safety Lead,ic3,full_time,2023-05-22,2023-06-17,EMP-0120,Vilnius,Lithuania,53000,EUR,annual,m,Lithuania,terminated,2024-07-16,voluntary_resignation,
EMP-0188,Lukas,Zukauskas,lukas.zukauskas@enovatech.com,Legal,Compliance,Legal Manager,manager,full_time,2023-04-25,2023-05-09,EMP-0147,Vilnius,Lithuania,91000,EUR,annual,m,Lithuania,active,,,
EMP-0189,Jack,Lewis,jack.lewis@enovatech.com,Legal,Legal,Senior Compliance Manager,ic3,full_time,2023-08-23,2023-09-05,EMP-0080,London,United Kingdom,73000,GBP,annual,m,United Kingdom,active,,,
EMP-0190,Tomas,Petrauskas,tomas.petrauskas@enovatech.com,Growth,Growth,CRM Manager,ic2,full_time,2023-02-12,2023-03-07,EMP-0004,Vilnius,Lithuania,34500,EUR,annual,m,Lithuania,active,,,
EMP-0191,Viktorija,Jankauskas,viktorija.jankauskas@enovatech.com,Product,UX Research,Lead UX Researcher,ic3,full_time,2023-12-16,2024-01-14,EMP-0032,Vilnius,Lithuania,66500,EUR,annual,f,Lithuania,active,,,
EMP-0192,David,Koch,david.koch@enovatech.com,Product,Platform,Senior Product Designer,ic3,full_time,2023-11-28,2023-12-07,EMP-0138,Berlin,Germany,83000,EUR,annual,m,Germany,active,,,
EMP-0193,Krzysztof,Mazur,krzysztof.mazur@enovatech.com,Growth,CRM,Growth Manager,ic2,full_time,2023-02-28,2023-03-09,EMP-0001,Warsaw,Poland,48000,EUR,annual,m,Poland,active,,,
EMP-0194,Weronika,Nowak,weronika.nowak@enovatech.com,HR,Talent Acquisition,HR Manager,manager,full_time,2023-09-06,2023-09-13,EMP-0100,Warsaw,Poland,73500,EUR,annual,f,Poland,terminated,2025-03-11,involuntary_performance,
EMP-0195,Viktorija,Kazlauskas,viktorija.kazlauskas@enovatech.com,Operations,Customer Support,Partner Operations Manager,ic2,full_time,2023-09-26,2023-10-22,EMP-0161,Vilnius,Lithuania,41500,EUR,annual,f,Lithuania,terminated,2024-05-26,end_of_contract,
EMP-0196,Mantas,Paulauskas,mantas.paulauskas@enovatech.com,Growth,CRM,Senior Performance Marketer,ic3,full_time,2023-03-17,2023-04-03,EMP-0119,Vilnius,Lithuania,69000,EUR,annual,m,Lithuania,terminated,2024-06-22,,
EMP-0197,Inga,Rimkus,inga.rimkus@enovatech.com,Product,Platform,Director of Product,director,full_time,2023-04-28,2023-05-08,EMP-0082,Vilnius,Lithuania,144000,EUR,annual,f,Lithuania,active,,,
EMP-0198,Viktorija,Urbonas,viktorija.urbonas@enovatech.com,HR,L&D,Talent Acquisition Specialist,ic2,full_time,2023-03-25,2023-04-21,EMP-0119,Vilnius,Lithuania,35500,EUR,annual,f,Lithuania,active,,,
EMP-0199,Claudia,Richter,claudia.richter@enovatech.com,Finance,FP&A,FP&A Analyst,ic2,contractor,2023-06-19,2023-07-03,EMP-0085,Berlin,Germany,77000,EUR,annual,f,Germany,active,,,
EMP-0200,Arnas,Levinskas,arnas.levinskas@enovatech.com,Product,Core Product,Senior Product Designer,ic3,full_time,2023-02-12,2023-02-27,EMP-0079,Vilnius,Lithuania,64500,EUR,annual,m,Lithuania,active,,,
EMP-0201,Egle,Kairys,egle.kairys@enovatech.com,Operations,Customer Support,Trust and Safety Lead,ic3,full_time,2023-05-22,2023-06-21,EMP-0017,Vilnius,Lithuania,56000,EUR,annual,f,Lithuania,active,,,
EMP-0202,Rytis,Daunoras,rytis.daunoras@enovatech.com,Engineering,QA,Staff Engineer,ic3,full_time,2023-07-04,2023-07-15,EMP-0078,Vilnius,Lithuania,64000,EUR,annual,m,Lithuania,active,,,
EMP-0203,Lina,Zukauskas,lina.zukauskas@enovatech.com,Product,UX Research,Principal Product Manager,ic3,full_time,2023-05-27,2023-06-12,EMP-0056,Vilnius,Lithuania,68000,EUR,annual,f,Lithuania,active,,,
EMP-0204,Chloe,Davies,chloe.davies@enovatech.com,Legal,Legal,Compliance Specialist,ic2,full_time,2023-04-23,2023-05-19,EMP-0184,London,United Kingdom,62000,GBP,annual,f,United Kingdom,terminated,2024-06-22,voluntary_resignation,
EMP-0205,Amy,Davies,amy.davies@enovatech.com,Engineering,Backend,Senior Backend Engineer,ic3,full_time,2023-12-06,2023-12-14,EMP-0141,London,United Kingdom,84500,GBP,annual,f,United Kingdom,active,,,
EMP-0206,Gintaras,Kazlauskas,gintaras.kazlauskas@enovatech.com,Growth,Performance Marketing,Performance Marketing Manager,ic2,full_time,2023-11-26,2023-12-16,EMP-0072,Vilnius,Lithuania,45500,EUR,annual,m,Lithuania,active,,,
EMP-0207,Agnieszka,Szymanski,agnieszka.szymanski@enovatech.com,Growth,SEO,Senior Marketing Manager,senior_manager,full_time,2023-10-01,2023-10-14,EMP-0100,Warsaw,Poland,115000,EUR,annual,f,Poland,terminated,2024-04-21,voluntary_resignation,
EMP-0208,Sarah,Koch,sarah.koch@enovatech.com,Growth,SEO,Performance Marketing Manager,ic2,full_time,2023-12-31,2024-01-11,EMP-0052,Berlin,Germany,74000,EUR,annual,f,Germany,terminated,2025-01-03,end_of_contract,
EMP-0209,Mindaugas,Kairys,mindaugas.kairys@enovatech.com,Growth,CRM,Brand Manager,ic2,full_time,2023-06-15,2023-07-12,EMP-0056,Vilnius,Lithuania,44000,EUR,annual,m,Lithuania,active,,,
EMP-0210,Artem,Oliynyk,artem.oliynyk@enovatech.com,Growth,CRM,SEO Specialist,ic2,full_time,2023-06-05,2023-06-15,EMP-0107,Kyiv,Ukraine,34000,EUR,annual,m,Ukraine,active,,,
EMP-0211,Erikas,Daunoras,erikas.daunoras@enovatech.com,Analytics,Data Engineering,Data Analyst,ic2,full_time,2023-03-29,2023-04-22,EMP-0049,Vilnius,Lithuania,43500,EUR,annual,m,Lithuania,terminated,2024-02-02,involuntary_performance,
EMP-0212,Greta,Butkus,greta.butkus@enovatech.com,Engineering,Frontend,Senior DevOps Engineer,ic3,full_time,2023-11-24,2023-12-21,EMP-0086,Vilnius,Lithuania,76000,EUR,annual,f,Lithuania,active,,,
EMP-0213,Hannah,Becker,hannah.becker@enovatech.com,Engineering,DevOps,DevOps Engineer,ic2,contractor,2023-12-03,2023-12-12,EMP-0033,Berlin,Germany,64500,EUR,annual,f,Germany,terminated,2025-05-02,,
EMP-0214,Katarzyna,Wisniewski,katarzyna.wisniewski@enovatech.com,Product,UX Research,Associate Product Manager,ic1,full_time,2023-10-01,2023-10-17,EMP-0184,Warsaw,Poland,35000,EUR,annual,non_binary,Poland,terminated,2025-05-12,involuntary_performance,
EMP-0215,Leon,Meyer,leon.meyer@enovatech.com,Engineering,Mobile,Senior Frontend Engineer,ic3,full_time,2023-05-27,2023-06-23,EMP-0095,Berlin,Germany,88000,EUR,annual,m,Germany,terminated,2024-06-12,,
EMP-0216,Aiste,Grigas,aiste.grigas@enovatech.com,Operations,Customer Support,Fraud Analyst,ic2,full_time,2023-06-07,2023-06-23,EMP-0115,Vilnius,Lithuania,3500,EUR,annual,f,Lithuania,terminated,2024-08-02,involuntary_performance,
EMP-0217,Dovydas,Mockus,dovydas.mockus@enovatech.com,HR,Talent Acquisition,Senior TA Specialist,ic3,full_time,2023-07-22,2023-08-21,EMP-0052,Vilnius,Lithuania,60500,EUR,annual,m,Lithuania,terminated,2025-01-03,,
EMP-0218,Jack,Hughes,jack.hughes@enovatech.com,Engineering,DevOps,Senior DevOps Engineer,ic3,full_time,2023-08-11,2023-09-04,EMP-0076,London,United Kingdom,81500,GBP,annual,m,United Kingdom,active,,,
EMP-0219,Edvinas,Butkus,edvinas.butkus@enovatech.com,Operations,Partner Ops,Senior Customer Support Specialist,ic2,full_time,2023-08-01,2023-08-29,EMP-0049,Vilnius,Lithuania,42000,EUR,annual,m,Lithuania,terminated,2025-03-26,,
EMP-0220,Dovydas,Noreika,dovydas.noreika@enovatech.com,Engineering,Backend,Senior Backend Engineer,ic3,full_time,2023-10-01,2023-10-11,EMP-0013,Vilnius,Lithuania,64500,EUR,annual,m,Lithuania,terminated,2025-05-17,,
EMP-0221,Greta,Petrauskas,greta.petrauskas@enovatech.com,Growth,Growth,Senior Growth Manager,ic3,contractor,2023-12-09,2024-01-06,EMP-0114,Vilnius,Lithuania,77500,EUR,annual,f,Lithuania,active,,,
EMP-0222,Noah,Evans,noah.evans@enovatech.com,Operations,Trust and Safety,Customer Support Lead,ic3,full_time,2023-12-28,2024-01-18,EMP-0162,London,United Kingdom,90000,GBP,annual,m,United Kingdom,active,,,
EMP-0223,Katarzyna,Zielinski,katarzyna.zielinski@enovatech.com,Operations,Partner Ops,Trust and Safety Analyst,ic1,full_time,2023-01-29,2023-02-19,EMP-0081,Warsaw,Poland,36500,EUR,annual,f,Poland,terminated,2024-02-03,end_of_contract,
EMP-0224,Harry,Davies,harry.davies@enovatech.com,Operations,Partner Ops,Trust and Safety Analyst,ic1,full_time,2023-12-29,2024-01-14,EMP-0162,London,United Kingdom,51500,GBP,annual,m,United Kingdom,active,,,
EMP-0225,Inga,Petrauskas,inga.petrauskas@enovatech.com,Engineering,Frontend,Mobile Engineer,ic2,full_time,2023-08-07,2023-09-01,EMP-0104,Vilnius,Lithuania,43000,EUR,annual,f,Lithuania,active,,,
EMP-0226,Aiste,Radzevicius,aiste.radzevicius@enovatech.com,Engineering,DevOps,Senior Mobile Engineer,ic3,full_time,2023-05-18,2023-06-11,EMP-0061,Vilnius,Lithuania,65000,EUR,annual,f,Lithuania,active,,,
EMP-0227,Ewelina,Dabrowska,ewelina.dabrowska@enovatech.com,Engineering,QA,QA Engineer,ic2,full_time,2023-05-30,2023-06-28,EMP-0194,Warsaw,Poland,56500,EUR,annual,prefer_not_to_say,Poland,active,,,
EMP-0228,Bartosz,Kowalski,bartosz.kowalski@enovatech.com,Growth,Brand,Performance Marketing Manager,ic2,full_time,2023-04-29,2023-05-19,EMP-0160,Warsaw,Poland,41000,EUR,annual,m,Poland,active,,,
EMP-0229,Mindaugas,Stonkus,mindaugas.stonkus@enovatech.com,Engineering,DevOps,Security Engineer,ic3,full_time,2023-11-21,2023-11-28,EMP-0086,Vilnius,Lithuania,62500,EUR,annual,m,Lithuania,active,,,
